Symptoms,Frequency
positive yeast,1
right facial never palsy,1
pain redness,1
palpable swelling,1
hoarseness,1
overlying redness,1
left upper extremity deltoid area,1
overlying erythema,1
fluctuance,1
axillary lymphadenopathy,1
noninfectious inflammation,1
worsening covid-19 symptoms,1
diarrhea decreased appetite,1
generalized anxiety,1
marked interval increase bilateral pneumonia,1
atypical infection,1
relief symptoms,1
signs pulmonary emboli,1
tiny bilateral pleural effusions,1
left side throbbing,1
severe bleeding nose controlled compression home,1
petechial rash trunk extremities course,1
well bruises face eye,1
bleeding mouth intraoral lesions,1
bone pains,1
significant lymph node swellings,1
hematologic disease malignancy,1
k active bleeding,1
hiccups,1
elevated amnonia levels,1
adenopathy,1
thyromegally,1
crackles/wheezes/rhonchi,1
murmurs,1
rubs,1
gallops,1
jugular venous distention,1
extremity edema,1
positive right-sided tenderness palpation,1
mild distention,1
sensory deficit,1
nash cirrhosis,1
hepatic encephalopathy,1
significant ascites extremity edema,1
patient altered medication,1
spontaneous hives facial swelling,1
swelling left armpit painful,1
chronic colitis,1
unable tolerate foods,1
gluten intolerance,1
lactose intolerance,1
aphthous ulcers,1
girl exact symptoms,1
severe imbalance,1
severe cognitive ability- onset,1
vestibular equilibrium issues,1
harm,1
larger events,1
eyes tearing lot,1
muscle pains elbows,1
difficulty stretching arms,1
bumps muscle tissues,1
big red welts hives,1
left ear red,1
first general clonic tonic seizure,1
previous seizure history,1
sickness triggers,1
initially sore throat,1
right-sided lower abdominal pain,1
aggravating relieving factors,1
recent fall injury,1
non toxic,1
gross conjunctival injection,1
gallop rub,1
wheeze,1
resp distress,1
positive right lower quadrant tenderness,1
rebound,1
guard,1
pulmonary embolism groundglass opacities,1
quarantine symptoms,1
migraine sumatriptan cold cloths forehead,1
back pain neck issue,1
back issue neck pain,1
slight itchy,1
generalized feeling,1
right shoulder area pain,1
injection site redness tender,1
increased itching right deltoid increase soreness shoulder arm,1
band aid,1
raised rash,1
swelling hard irregular shaped knot,1
itching redness,1
continued fatigue,1
phn phn,1
hand cellulitis,1
respiratory infection,1
desaturating,1
acute pneumonia x-ray,1
cough leg,1
client shortness breath,1
mdhx epilepsy,1
narcolepsy complex,1
moderate convulsions whole body,1
loss pulse respirations,1
narcolepsy,1
recurrence s/s,1
cold rags back neck forehead,1
bad headache headache,1
shingles blisters,1
little fatigued nasal congestion,1
asthma illness,1
new worsening symptoms,1
weak low energy,1
gout issue,1
high body temperature,1
extreme redness skin,1
mild sinus headache,1
clear rhinorrhea,1
loss appetite myalgias,1
allergy type symptoms,1
recurrent symptoms,1
postnasal drip nonproductive cough,1
positive hearing loss,1
chronic ),1
voice change,1
sinus pressure tinnitus,1
negative wound,1
syncope weakness,1
left arm redness swelling,1
fahrenheit,1
sever migraines,1
olfactory dysfunction,1
acute reaction,1
left mother obvious distress,1
rapid hr,1
fever joints jaw fingertips toes fire stinging,1
belly pains,1
fast heart rate well pounding heart,1
"addition symptoms , left arm , fingers , hand",1
flu cold symptoms,1
arm swollen baseball,1
extreme itching,1
sharp shooting pains joints,1
actually virus,1
"strike randomly different parts body feet , ankles , wrists , elbow , shoulder , hip , knees",1
types pains,1
dull persistent headache,1
terrible palpitations,1
tingling sensation left arm leg lack sensibility area,1
horrible abdominal pain front back,1
multiple ovarian cyst sides,1
multiple stabbing poking pain left side,1
shortness breath- sinus congestion-,1
intermittent severe burning pain hands along bones fingers joints,1
overall worsening arthritis symptoms knees back,1
weight gain insomnia,1
rapid onset insomnia,1
rapid weight gain,1
increased blood sugars,1
onset side effects immediate,1
tender lymphadenopathy left axilla,1
obvious reactions signs distress,1
right eye visual impairment,1
posterior pole vitreous detachment,1
vision right eye,1
right eye vision affected globally,1
numbness hands neck,1
pain lower back,1
"tingling left hip , pelvis left thigh",1
pelvis area ( left ingle ) left thigh,1
sharp objects coldness,1
weakness left thigh,1
well numbness tingling,1
norco pain,1
pain numbness,1
cold clammy touch,1
fever swollen injection site area,1
sudden loss hearing right ear,1
low frequency,1
sore l-arm,1
/headache/body aches,1
l-vision aura,1
l-vision aura l-ear congestion,1
fever/headache,1
strong cramps heavy bleeding,1
severe aches pains scale,1
bad fatigue,1
bad throbbing headache,1
extreme swelling soreness,1
extremely forceful heartbeat,1
elevation heart rate,1
parsonage-turner syndrome,1
severe mid underarm pain,1
swelling radiating left breast area tender,1
going left ride sided flank pain,1
antibiotic kidney infection,1
itchy shoulders vaccination arm,1
fine itching,1
thrombophlebitis,1
bad muscle pain,1
lines hives legs arms,1
breathe hives,1
hypovolemic shock,1
acute renal failure ckd stage ii,1
positive covid test result,1
calcific debris/small stones,1
distal left ureter hydronephrosis,1
respiratory covid symptoms,1
swollen eyelid area,1
hives around eyes,1
watering itchy eyes- eye problems,1
moderate mid left sternal pain,1
high tolerance pain,1
increase pain inspiration,1
acute hypoxemic respiratory failure sepsis,1
sick fever,1
body aches severe headaches,1
immunosuppresant mess,1
baseball size swollen painful lymph node,1
swollen ankles abdominal/stomach pain,1
radiating back,1
abdominal/stomach pain,1
left jaw pain,1
left neck pain,1
bp symptoms,1
unexplained vaginal bleeding,1
severe chills 60 hrs swelling lymph node armpit,1
swelling face upper body,1
vaccine severe cramping,1
severe nausea vomiting,1
dizzy light feet conscious,1
hard breath,1
shoot symptoms,1
5 degree heart pain,1
viral encephalitis,1
infection central nervous system,1
encephalitis viral ( non-serious ),1
central nervous system infection,1
fever sore arm vaccine,1
kidney issues,1
sluggish,1
patient elevated number,1
liver kidney failure,1
bone pain ( non-serious ),1
soreness shoulder neck bone,1
elevated numbers,1
benadryl allergy,1
pain extremity ( non-serious ) onset sep2021,1
numbness legs hurt,1
patient numbness legs hurt,1
increase pain/ mild flare,1
mild flare,1
current flare,1
2nd shot finger joint swelling locking,1
trigger finger ( non-serious ) onset,1
finger locking swelling fingers left hand,1
muscle fatigue ( non-serious ),1
fever muscle fatigue,1
tired symptoms,1
partially vaccinated individuals,1
bruised swollen,1
severe headache like migraine ``,1
migraine pfizer booster,1
severe hives,1
peeling,1
breaking hives,1
patient chest pain,1
outcome sick,1
hurting energy,1
104 fever difficult treat,1
red rash / lower back / left arm,1
peripheral neuropathy ``,1
drug hypersensitivity,1
back neck ( hair line scalp hairline,1
"rash areas-left arm , chest , back neck",1
bone density abnormal,1
tinnitus ( non-serious ) onset,1
ringing ears nonstop,1
headaches shortly ear left side,1
right ear patient little bit ringing tiny bit,1
little bit tinnitus way back,1
patient s brain blew,1
unsure s reaction,1
green button,1
depressing white needle sleeve thumb,1
needle stick injury,1
bleeding thumb,1
injection site haemorrhage,1
bleeding thumb ``,1
bleeding thumb onset,1
needle stick injury injection site hemorrhage,1
minimal soreness arm,1
slight light headed,1
spurred asymmetrical cortical thinning right hippocampus lobe birth oxygen depravation,1
spurred asymmetrical cortical thinning right hippocampus lobe,1
dry cough ``,1
burning sensation left side arm,1
arthritis inflammation,1
burring feeling left arm,1
arthritis pain,1
norco,1
arthritis inflammation pain,1
waves vertigo/,1
typical virus like flu,1
hepatitis b ``,1
hearing problem,1
flu tired,1
fatigued sleepy,1
quick onset chills,1
really nauseous,1
vomiting tired,1
waves dizziness vertigo,1
chucking,1
high temperature blood oxygen fine,1
true vertigo,1
wave vertigo,1
brushing teeth,1
typical flu type symptoms,1
immediate side effects,1
hitting blue dizziness,1
vertigo hits,1
knocking harder,1
slight case asthma,1
flu like `` symptoms,1
sore arm/arm painful,1
little urine output,1
polydipsia,1
decreased urine output,1
dizziness arm painful,1
long headache chills,1
seriousness headache,1
musculoskeletal discomfort ( non-serious ) onset mar2021,1
throbbing pain,1
neck sore/ pain left side neck,1
pain left side neck,1
something left side neck,1
oral pain ( non-serious ) onset mar2021,1
hypokinesia ( non-serious ) onset mar2021,1
switch advil pain,1
even soreness,1
progressed sore throat,1
wolff-parkinson-white syndrome,1
sometimes symptoms,1
loss taste covid 19 virus,1
medication pain,1
sever pain armpit swollen lymph node,1
sever pain arm pit swollen lymph node,1
joint swelling hands knees,1
dead arm,1
really dead arm,1
bowel issues,1
lymphadenopathy ( non-serious ) onset,1
side effects hit,1
swelling irritation,1
antibiotics lyme disease,1
hardly sleep dry mouth,1
little soreness arm,1
mild soreness injection site,1
dizzy/ lightheaded,1
migraine attacks,1
warm tingling sensation,1
still weird sensation,1
weaker,1
almost tingling,1
sensitive sensation,1
sensitive warm,1
warmth difference touch,1
patient s arm swelled,1
bit pain,1
hurting,1
sore arm/her left arm,1
slight chills / cold chills,1
arm discomfort,1
product related pc,1
body aches pain,1
mild laying,1
cholesterol `` ( unspecified ongoing ),1
`` ( diabetes ),1
bites neck right side,1
red dots,1
bite ( non-serious ) onset mar2021,1
rash macular ( non-serious ) onset mar2021,1
pain arms,1
discomfort arm,1
worse pain shoulder fingers,1
elbow swelled,1
bursitis arthritis,1
shoulder still problems,1
much pain elbow fingers,1
pain arms flu like symptoms,1
hard ; site red,1
vaccination site erythema ( non-serious ) onset,1
lower back horrible pain,1
predisposing factors,1
vaccine pain,1
pain back neck upper spine,1
arm injection site pain,1
arthritis right hip,1
nauseous diarrhoea,1
acute local reaction,1
more tired,1
numbness right hand,1
lip disorder,1
limb discomfort ( non-serious ) onset mar2021,1
dysgraphia ( non-serious ) onset mar2021,1
ndc,1
headaches upset stomach,1
pain left leg hip foot,1
right leg chronic right foot pain,1
cannabis leg pain,1
pain severe,1
fatiquge,1
eczema hand,1
rash body hand,1
achy whole body like joints,1
eczema ( non-serious ),1
rumming noise ears,1
arthritis bad left knee,1
muscle spasm /muscle relaxer,1
bladder disorder,1
another medicine arthritis,1
medication spasms,1
querying adverse events vaccinations,1
pneumonia shots problems,1
oropharyngeal discomfort,1
delayed symptoms,1
kidneys hurting,1
lower back pain area kidney,1
renal pain ( non-serious ) onset mar2021,1
dangerous reportable side effect,1
ill effects,1
right calf muscle painful,1
pin prick sensations,1
ball s eye red inflammation,1
high pain tolerance,1
patient lot anxiety,1
normally anxious,1
patient nauseated,1
limb discomfort ( non-serious ) onset,1
adverse events reactions,1
genetic / chromosomal abnormalities,1
diabetes ) obesity,1
shooting pain neck elbow,1
shooting muscle pain,1
shooting pain neck elbow stop,1
red swollen lump,1
arm tender,1
red puffy hot sore eyelids,1
erythema eyelid ( non-serious ),1
eyelids puffy,1
patient terrible headache,1
allergy cats rabbits ``,1
cough increased ``,1
sick pain,1
pain vaccine site,1
really constant pain,1
patient really pain,1
continuous pain,1
patient mild soreness injection site,1
ears head feel full-,1
sensitive sound light,1
stuffy sinuses,1
hyperacusis ( non-serious ),1
stiffness kind headache,1
fullness sinuses,1
stuffed pain feeling head,1
blister lung ``,1
lung blister,1
front face nasal area,1
sore tylenol,1
blister lung,1
pain extremity ( non-serious ) onset 20feb2021,1
armpit swelling pain,1
adenocarcinoma lung t3 involvement pericardium,1
n3 involvement mediastinum,1
m1b distant spread malignant pericardial effusion,1
stage iv,1
close obesity,1
patient rash injection site,1
pain extremity ( non-serious ) onset 28feb2021,1
mild injection site soreness,1
codeine sensitive,1
patient body pain,1
lots sweat,1
little response sore arm,1
spot sore,1
sore throat symptom,1
throat really sore,1
high rise temperature,1
nasopharyngitis ( non-serious ) onset mar2021,1
body temperature increased ( non-serious ) onset mar2021,1
physical fatigue,1
physical mental fatigue,1
second third days fatigue,1
asymmetrical cortical thinning right aypocampus lobe,1
cortical dysplasia,1
minimal soreness arm ``,1
little arm soreness,1
25 pain shingrex,1
slight dizziness fatigue,1
mild twinge soreness arm,1
mild twinge soreness arm ``,1
injection site arm pain,1
little swollen sore,1
glands neck hard swollen,1
injection site swelling soreness,1
swelling soreness,1
swollen/painful lymph node,1
extreme pain arm covid vaccine,1
"pain go arm , neck",1
swollen nymph nodes,1
"swelling left arm , shoulder , neck ear lymph nodes",1
mild swelling right shoulder,1
heat fever,1
constant vomiting abdominal pain,1
fatigue headache,1
labs elevated troponin,1
swollen lymph nodes left arm armpit,1
pain left side chest,1
disassociation,1
unable focus vision,1
absolute emotional numbness,1
intense brain fog emotional/psychological shutdown,1
mental disorders,1
disassociation fatigue,1
significant persistent pain neck area / upper spine,1
spinal pain ( non-serious ) onset mar2021,1
significant persistent pain neck area,1
minor sore arm,1
decreased appetite cough,1
circular rash,1
delayed type hypersensitivity reaction,1
rash sensitive touch,1
acute myasthenia gravis crisis,1
myasthenia gravis crisis,1
pain extremity ( disability ),1
extreme pain right elbow,1
loss strength,1
numbing tingling left arm,1
numbing tingling left arm ``,1
bell s palsy ``,1
loss strength ``,1
severe joint pain back hips,1
brain `` zaps,1
